Products Collection ID,Product ID,Variants Collection ID,Variant ID,Product Handle,Product Name,Product Type,Product Description,Product Categories,Main Variant Image,More Variant Images,Variant Price,Variant Compare-at Price,Product Tax Class,Variant Sku,Variant Inventory,Requires Shipping,Variant Weight,Variant Width,Variant Height,Variant Length,Variant Download Name,Variant Download URL,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Created On,Updated On,Published On
66c25bced6f79a015a9fd6ee,66d0adfad3bd20166a22d046,66c25bced6f79a015a9fd6ef,66d0adfdf39cc71e43906a7f,shampoo-for-magnificent-volume,Shampoo for Magnificent Volume,Service,"Because everyone needs a little largesse. Body-building polymers wash in truly uplifting volume and thickness, while rare botanical extracts leave hair full, lush, strong and easy to love.",Magnificent Volume,https://cdn.prod.website-files.com/66c254c9a3d76f7428d258ec/66d0ad8f5e009e663a24b690_Conditioner%20for%20Magnificent%20Volume.webp,,$49.00,,standard-taxable,,,false,,,,,,,,,,,,,Thu Aug 29 2024 17:20:58 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:05:56 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:46:47 GMT+0000 (Coordinated Universal Time)
66c25bced6f79a015a9fd6ee,66d0a655b50d236193df1039,66c25bced6f79a015a9fd6ef,66d0a6557e5eb4a9477af6f0,shampoo-for-moisture-control,Shampoo for Moisture & Control,Service,"Gently cleanse while adding hydration. Curly, coily hair gets instant moisture gratification, leaving it smooth, sleek and nourished. For those with thick or curly hair textures. Curl Types: 2-4.",Moisture & Control,https://cdn.prod.website-files.com/66c254c9a3d76f7428d258ec/66d0a635dbf9e337d99f12ca_Shampoo%20for%20Moisture%20%26%20Control.webp,,$49.00,,standard-taxable,,,false,,,,,,,,,,,,,Thu Aug 29 2024 16:48:21 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:06:45 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:46:47 GMT+0000 (Coordinated Universal Time)
66c25bced6f79a015a9fd6ee,66d0c1ad6aca03ce3493cd0b,66c25bced6f79a015a9fd6ef,66d0c1ae60115137179fa8cf,signature-conditioner,Signature Conditioner,Service,"Oribe spared nothing in crafting this restorative daily moisturizer. Hydrating polymers revive youthful shine for lustrous, healthy locks and detangle for ease of combing throughout the day. Conditioner just got luxurious. Enjoy.",Signature,https://cdn.prod.website-files.com/66c254c9a3d76f7428d258ec/66d0c18ef6d9dcc075895cec_Signature%20Conditioner.webp,,$52.00,,standard-taxable,,,false,,,,,,,,,,,,,Thu Aug 29 2024 18:45:01 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:10:31 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:46:47 GMT+0000 (Coordinated Universal Time)
66c25bced6f79a015a9fd6ee,66d0b19c08f58c1034ee48c9,66c25bced6f79a015a9fd6ef,66d0b19c1593da6eb87d4966,signature-moisture-masque,Signature Moisture Masque,Service,"A super-rich indulgence. This crème de la crème deep-hydrating masque transforms even the driest, most over-it hair, leaving it supremely soft and irresistibly touchable.",Signature,https://cdn.prod.website-files.com/66c254c9a3d76f7428d258ec/66d0b18656e6a05d0fd3a3e8_Signature%20Moisture%20Masque.webp,,$66.00,,standard-taxable,,,false,,,,,,,,,,,,,Thu Aug 29 2024 17:36:28 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:27:37 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:46:47 GMT+0000 (Coordinated Universal Time)
66c25bced6f79a015a9fd6ee,66d0c1fe1242aa5d94577641,66c25bced6f79a015a9fd6ef,66d0c1fe5cac65cf754b440d,signature-shampoo,Signature Shampoo,Service,"Every morning should start with a little indulgence, such as this rich daily cleanser, custom-blended from the most exclusive ingredients to silken, detangle and protect. Prepare your hair for glamour.",Signature,https://cdn.prod.website-files.com/66c254c9a3d76f7428d258ec/66d0c1e57ced4c1a08f61765_Signature%20Shampoo.webp,,$49.00,,standard-taxable,,,false,,,,,,,,,,,,,Thu Aug 29 2024 18:46:22 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:10:18 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:46:47 GMT+0000 (Coordinated Universal Time)
66c25bced6f79a015a9fd6ee,66d0b2ddba08ef53beb7295d,66c25bced6f79a015a9fd6ef,66d0b2de70ea2e98e2bbf01a,split-end-seal-beautiful-color-treatment,Split End Seal Beautiful Color Treatment,Service,"Gone are the days of choosing between beautiful color and luxuriantly healthy hair. This serious silkening serum and split-end mender is clinically proven to restore, fortify, and preserve tresses of every shade.",Beautiful Color,https://cdn.prod.website-files.com/66c254c9a3d76f7428d258ec/66d0b2bf43aeee10a87b933e_Split%20End%20Seal%20Beautiful%20Color%20Treatment.webp,,$48.00,,standard-taxable,,,false,,,,,,,,,,,,,Thu Aug 29 2024 17:41:49 GMT+0000 (Coordinated Universal Time),Thu May 08 2025 01:16:34 GMT+0000 (Coordinated Universal Time),
66c25bced6f79a015a9fd6ee,66d0b81b3f63c8dcfb6838da,66c25bced6f79a015a9fd6ef,66d0b81c3ef29ca23335ae91,straight-away-smoothing-blowout-cream,Straight Away Smoothing Blowout Cream,Service,"This powerful perfecting cream protects against heat and humidity for super sleek strands that still have body and movement. Blowouts become quicker, more manageable and alluringly enduring. For those with curls who want straight, sleek strands. Curl Types: 2-4.",Moisture & Control,https://cdn.prod.website-files.com/66c254c9a3d76f7428d258ec/66d0b7fd43284a440c27c189_Straight%20Away%20Smoothing%20Blowout%20Cream.webp,,$46.00,,standard-taxable,,,false,,,,,,,,,,,,,Thu Aug 29 2024 18:04:11 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:20:10 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:46:47 GMT+0000 (Coordinated Universal Time)
66c25bced6f79a015a9fd6ee,66d0b88208f58c1034f5806d,66c25bced6f79a015a9fd6ef,66d0b882988298043df8ab4b,styling-butter-curl-enhancing-creme,Styling Butter Curl Enhancing Crème,Service,"Style richly. This deeply nourishing crème instantly melts into hair and defines coily curls. A blend of shea butter and avocado oil hydrates hair to protect from breakage and control frizz. Strength, softness and hold are at your fingertips. For those who want to hydrate and define their curls and coils. Curl Types: 3-4.",Moisture & Control,https://cdn.prod.website-files.com/66c254c9a3d76f7428d258ec/66d0b865415e551cfe11482e_Styling%20Butter%20Curl%20Enhancing%20Cre%CC%80me.webp,,$48.00,,standard-taxable,,,false,,,,,,,,,,,,,Thu Aug 29 2024 18:05:54 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:20:32 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:46:47 GMT+0000 (Coordinated Universal Time)
66c25bced6f79a015a9fd6ee,66d0c295c3f2d37e87ef18b7,66c25bced6f79a015a9fd6ef,66d0c2952ef9bfac9ec2db4d,superfine-hair-spray,Superfine Hair Spray,Service,"A sheer, modern hairspray with medium hold. Oribe designed Superfine to bring new technology to old-style glamour, resulting in flexible, shiny-soft control. The exclusive ultra-dry finish won't dampen or dull smooth styles.",Signature,https://cdn.prod.website-files.com/66c254c9a3d76f7428d258ec/66d0c270973dc46fb062078f_Superfine%20Hair%20Spray.webp,,$46.00,,standard-taxable,,,false,,,,,,,,,,,,,Thu Aug 29 2024 18:48:53 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:34:27 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:46:47 GMT+0000 (Coordinated Universal Time)
66c25bced6f79a015a9fd6ee,66d0b0e78cfbb34534ffd445,66c25bced6f79a015a9fd6ef,66d0b0e84afe686e41c418b2,superfine-strong-hair-spray,Superfine Strong Hair Spray,Service,"Superfine’s super strong sibling takes hair spray to the next level, locking in must-hold styles with lustrous, natural shine.",Signature,https://cdn.prod.website-files.com/66c254c9a3d76f7428d258ec/66d0b0cebcd75ba762f38484_Superfine%20Strong%20Hair%20Spray.webp,,$46.00,,standard-taxable,,,false,,,,,,,,,,,,,Thu Aug 29 2024 17:33:27 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:34:40 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:46:47 GMT+0000 (Coordinated Universal Time)
66c25bced6f79a015a9fd6ee,681c07930e3a373c5974ec11,66c25bced6f79a015a9fd6ef,681c0794ae76fa684b49f010,supershine-hydrating-conditioner,Supershine Hydrating Conditioner,Advanced,"This illuminating conditioner imparts strands with multi-dimensional shine and intensely hydrates for hair that is soft, smooth, and beaming with brilliance. Now go dazzle them.",Brilliance & Shine,https://cdn.prod.website-files.com/66c254c9a3d76f7428d258ec/6830b08c8581f36efa146887_402458-0_3aa4de48-2785-4f0c-88e5-43c188b6967a.webp,,$52.00,,standard-taxable,,,false,,,,,,,,,,,,,Thu May 08 2025 01:23:31 GMT+0000 (Coordinated Universal Time),Fri May 23 2025 17:30:25 GMT+0000 (Coordinated Universal Time),Fri May 23 2025 17:50:56 GMT+0000 (Coordinated Universal Time)
66c25bced6f79a015a9fd6ee,681c077989ce91fec147aed6,66c25bced6f79a015a9fd6ef,681c077a5006adb5af56aa6a,supershine-hydrating-shampoo,Supershine Hydrating Shampoo,Advanced,"Lather in luxury. This illuminating shampoo richly hydrates and smoothes, transforming dull strands into glossy locks. So brilliant.",Brilliance & Shine,https://cdn.prod.website-files.com/66c254c9a3d76f7428d258ec/6830b0267da86a06f0122802_402453-0_b7d201cd-c3f9-4b48-84c5-f9e3b03a522a.webp,,$49.00,,standard-taxable,,,false,,,,,,,,,,,,,Thu May 08 2025 01:23:05 GMT+0000 (Coordinated Universal Time),Fri May 23 2025 17:29:12 GMT+0000 (Coordinated Universal Time),Fri May 23 2025 17:50:56 GMT+0000 (Coordinated Universal Time)
66c25bced6f79a015a9fd6ee,66d0abcf12c0a9d7a73b710b,66c25bced6f79a015a9fd6ef,66d0abd0ed8cfc7c508aaaf7,supershine-light-moisturizing-cream,Supershine Light Moisturizing Cream,Service,"A luxe reinvention of leave-in conditioner, this supreme cream satisfies the thirstiest hair, calming frizz, elevating shine and restoring hair to supernatural softness. Especially designed for fine-to-medium and extra-long hair.",Brilliance & Shine,https://cdn.prod.website-files.com/66c254c9a3d76f7428d258ec/66d0abb619c98526f96d028c_Supershine%20Light%20Moisturizing%20Cream.webp,,$54.00,,standard-taxable,,,false,,,,,,,,,,,,,Thu Aug 29 2024 17:11:43 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:20:58 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:46:47 GMT+0000 (Coordinated Universal Time)
66c25bced6f79a015a9fd6ee,681c087e3ed3d697c5eb4df1,66c25bced6f79a015a9fd6ef,681c087eba998e3fa3005d24,supershine-mirror-rinse-glass-hair-treatment,Supershine Mirror Rinse Glass Hair Treatment,Advanced,"Shine your brightest. This deeply hydrating and illuminating glass hair treatment leaves strands silky soft and ultra-glossy. The weightless, conditioning essence smoothes the cuticle, creating vibrant reflective shine for a mirror-like finish. True brilliance awaits.",Brilliance & Shine,https://cdn.prod.website-files.com/66c254c9a3d76f7428d258ec/6830b2e8b50c13be046cfd8f_402387-0_62f8067c-4d9d-47f9-8e1c-d9d62ef15843.webp,,$64.00,,standard-taxable,,,false,,,,,,,,,,,,,Thu May 08 2025 01:27:26 GMT+0000 (Coordinated Universal Time),Fri May 23 2025 17:40:16 GMT+0000 (Coordinated Universal Time),Fri May 23 2025 17:50:56 GMT+0000 (Coordinated Universal Time)
66c25bced6f79a015a9fd6ee,681c07f17ceaf3fef4fbe2ac,66c25bced6f79a015a9fd6ef,681c07f27b9d95dbdf1b2a5c,supershine-moisturizing-cream,Supershine Moisturizing Cream,Advanced,"A luxe reinvention of leave-in conditioner, this supreme cream satisfies the thirstiest hair, calming frizz, elevating shine and restoring hair to supernatural softness. Especially designed for medium-to-thick and extra-long hair.",Moisture & Control,https://cdn.prod.website-files.com/66c254c9a3d76f7428d258ec/6830b12cdf50103b57b3e829_1200Wx1200H-400198_88286149-c4ee-47bf-8be6-1bac37b34563.webp,,$54.00,,standard-taxable,,,false,,,,,,,,,,,,,Thu May 08 2025 01:25:05 GMT+0000 (Coordinated Universal Time),Fri May 23 2025 17:33:05 GMT+0000 (Coordinated Universal Time),Fri May 23 2025 17:50:56 GMT+0000 (Coordinated Universal Time)
66c25bced6f79a015a9fd6ee,66d0af1adc6e355f6c5b652f,66c25bced6f79a015a9fd6ef,66d0af1bdc6e355f6c5b66cb,swept-up-volume-powder-spray,Swept Up Volume Powder Spray,Service,Reach new heights. Our texturizing root-lift powder instantly adds buildable grip and style. The zero-mess sprayer creates amplified updos and dramatic volume.,Signature,https://cdn.prod.website-files.com/66c254c9a3d76f7428d258ec/66d0af081b259cfa2f34e13d_Swept%20Up%20Volume%20Powder%20Spray.webp,,$42.00,,standard-taxable,,,false,,,,,,,,,,,,,Thu Aug 29 2024 17:25:46 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:34:57 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:46:47 GMT+0000 (Coordinated Universal Time)
66c25bced6f79a015a9fd6ee,66d0b15551883a62c565dc2c,66c25bced6f79a015a9fd6ef,66d0b15635665b8ed9e38716,the-cleanse-clarifying-shampoo,The Cleanse Clarifying Shampoo,Service,"Go deep, purifying hair and scalp without stripping their essence. Volcanic ash powers this detoxifying mousse, which polishes away dirt, oil, and product buildup. Hair is restored, with a new inner glow.",Signature,https://cdn.prod.website-files.com/66c254c9a3d76f7428d258ec/66d0b1354fdca35a83bc446c_The%20Cleanse%20Clarifying%20Shampoo.webp,,$49.00,,standard-taxable,,,false,,,,,,,,,,,,,Thu Aug 29 2024 17:35:17 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:11:00 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:46:47 GMT+0000 (Coordinated Universal Time)
66c25bced6f79a015a9fd6ee,66d0ac4eff7c3874632467dc,66c25bced6f79a015a9fd6ef,66d0ac4e73400ce19e03d0c7,thick-dry-finishing-spray,Thick Dry Finishing Spray,Service,"Plump up the volume with this high-density finishing spray that inflates hair for extra thickness and lushness. Our secret for hair that is big, beautiful, beyond luxurious.",Magnificent Volume,https://cdn.prod.website-files.com/66c254c9a3d76f7428d258ec/66d0ac14ce30c89a8df5c166_Thick%20Dry%20Finishing%20Spray.webp,,$63.00,,standard-taxable,,,false,,,,,,,Size,Regular (7 oz),,,,,Thu Aug 29 2024 17:13:50 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:35:18 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:46:47 GMT+0000 (Coordinated Universal Time)
66c25bced6f79a015a9fd6ee,66d0ac4eff7c3874632467dc,66c25bced6f79a015a9fd6ef,66d0ac4e73400ce19e03d0c4,thick-dry-finishing-spray,Thick Dry Finishing Spray,Service,"Plump up the volume with this high-density finishing spray that inflates hair for extra thickness and lushness. Our secret for hair that is big, beautiful, beyond luxurious.",Magnificent Volume,https://cdn.prod.website-files.com/66c254c9a3d76f7428d258ec/66d0ac14ce30c89a8df5c166_Thick%20Dry%20Finishing%20Spray.webp,,$44.00,,standard-taxable,,,false,,,,,,,Size,Travel (2.5 oz),,,,,Thu Aug 29 2024 17:13:50 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:35:18 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:46:47 GMT+0000 (Coordinated Universal Time)
66c25bced6f79a015a9fd6ee,66d0b087ddecc2a7e5eec419,66c25bced6f79a015a9fd6ef,66d0b0874afe686e41c3be35,tres-set-structure-spray,Très Set Structure Spray,Service,"Superfine’s super strong sibling takes hair spray to the next level, locking in must-hold styles with lustrous, natural shine.",Signature,https://cdn.prod.website-files.com/66c254c9a3d76f7428d258ec/66d0b062455b63f33b21bd35_Tre%CC%80s%20Set%20Structure%20Spray.webp,,$48.00,,standard-taxable,,,false,,,,,,,,,,,,,Thu Aug 29 2024 17:31:51 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:36:20 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 19:46:47 GMT+0000 (Coordinated Universal Time)
66c25bced6f79a015a9fd6ee,66d0bcc043aeee10a885a3c2,66c25bced6f79a015a9fd6ef,66d0bcc117715588c1bdb793,volumista-mist-for-volume,Volumista Mist for Volume,Service,"Get hair higher with this weightless mane-plumping mist. New age polymers swell each hair shaft for incredible lushness, natural body and brilliant luster.",Magnificent Volume,https://cdn.prod.website-files.com/66c254c9a3d76f7428d258ec/66d0bc72ba1f88889071943b_Volumista%20Mist%20for%20Volume.jpeg,,$44.00,,standard-taxable,,,false,,,,,,,,,,,,,Thu Aug 29 2024 18:24:00 GMT+0000 (Coordinated Universal Time),Thu May 08 2025 01:15:24 GMT+0000 (Coordinated Universal Time),
